Movimiento,Fecha,Cuenta,NoCuenta,Debe,Haber,Entidad
2021/01960,2021-10-28,Hacienda Pública. IVA soportado,472000,2.12,0.0,Destiny Obrien
2021/01960,2021-10-28,"Publicidad, propaganda y relaciones públicas",627000,21.18,0.0,Destiny Obrien
2021/01934,2021-10-28,Transportes,624000,26.24,0.0,Judy Baker
2021/01934,2021-10-28,Acreedores por prestaciones de servicios en España (euros),410100,0.0,31.75,Judy Baker
2021/01934,2021-10-28,Hacienda Pública. IVA soportado,472000,5.51,0.0,Judy Baker
2021/01842,2021-10-28,Acreedores por prestaciones de servicios (euros),410000,0.0,72.6,Sarah Brooks
2021/01842,2021-10-28,Servicios de profesionales independientes,623000,60.0,0.0,Sarah Brooks
2021/01842,2021-10-28,Hacienda Pública. IVA soportado,472000,12.6,0.0,Sarah Brooks
2021/01810,2021-10-28,BBVA,572001,63.81,0.0,Theresa Wilkins
2021/01810,2021-10-28,Servicios bancarios y similares,626000,0.19,0.0,Theresa Wilkins
2021/01810,2021-10-28,Clientes (euros),430000,0.0,64.0,Theresa Wilkins
2021/01806,2021-10-28,BBVA,572001,81.59,0.0,Fred Smith
2021/01806,2021-10-28,Clientes (euros),430000,0.0,81.59,Fred Smith
2021/01804,2021-10-28,Hacienda Pública. IVA repercutido,477000,0.0,51.96,Fred Smith
2021/01804,2021-10-28,Prestaciones de servicios en España,705000,0.0,247.44,Fred Smith
2021/01804,2021-10-28,Clientes (euros),430000,299.4,0.0,Fred Smith
2021/01962,2021-10-29,Otros servicios,629000,60.38,0.0,Timothy Andrews
2021/01962,2021-10-29,Hacienda Pública. IVA soportado,472000,6.04,0.0,Timothy Andrews
2021/01962,2021-10-29,Acreedores por prestaciones de servicios (euros),410000,0.0,66.42,Timothy Andrews
2021/01844,2021-10-29,Acreedores por prestaciones de servicios en España (euros),410100,0.0,50.0,Jeffrey Chandler
2021/01844,2021-10-29,Hacienda Pública. IVA repercutido,477000,0.0,10.5,Jeffrey Chandler
2021/01844,2021-10-29,Hacienda Pública. IVA soportado,472000,10.5,0.0,Jeffrey Chandler
2021/01844,2021-10-29,Servicios de profesionales independientes,623000,50.0,0.0,Jeffrey Chandler
2021/01841,2021-10-29,"Hacienda Pública, acreedora por retenciones practicadas",475100,0.0,57.6,Kathryn Snyder
2021/01841,2021-10-29,Servicios de profesionales independientes,623000,384.0,0.0,Kathryn Snyder
2021/01841,2021-10-29,Acreedores por prestaciones de servicios (euros),410000,0.0,407.04,Kathryn Snyder
2021/01841,2021-10-29,Hacienda Pública. IVA soportado,472000,80.64,0.0,Kathryn Snyder
2021/01838,2021-10-29,"Hacienda Pública, acreedora por retenciones practicadas",475100,0.0,39.75,Tricia Valencia
2021/01838,2021-10-29,Acreedores por prestaciones de servicios en España (euros),410100,0.0,280.90000000000003,Tricia Valencia
2021/01838,2021-10-29,Servicios de profesionales independientes,623000,265.0,0.0,Tricia Valencia
2021/01838,2021-10-29,Hacienda Pública. IVA soportado,472000,55.65,0.0,Tricia Valencia
2021/01820,2021-10-29,Hacienda Pública. IVA repercutido,477000,0.0,54.6,Fred Smith
2021/01820,2021-10-29,Clientes (euros),430000,314.6,0.0,Fred Smith
2021/01820,2021-10-29,Prestaciones de servicios en España,705000,0.0,260.0,Fred Smith
2021/01819,2021-10-29,BBVA,572001,299.98,0.0,Shelia Wallace
2021/01819,2021-10-29,Clientes (euros),430000,0.0,299.98,Shelia Wallace
2021/01818,2021-10-29,BBVA,572001,0.0,0.31,Tommy Walter
2021/01818,2021-10-29,Servicios bancarios y similares,626000,0.31,0.0,Sierra Johnson
2021/01817,2021-10-29,BBVA,572001,25.0,0.0,Jason Rodriguez
2021/01817,2021-10-29,Clientes (euros),430000,0.0,25.0,Jason Rodriguez
2021/01816,2021-10-29,BBVA,572001,78.0,0.0,Michael Martin
2021/01816,2021-10-29,Clientes (euros),430000,0.0,78.0,Michael Martin
2021/01815,2021-10-29,Hacienda Pública. IVA repercutido,477000,0.0,4.34,Jason Rodriguez
2021/01815,2021-10-29,Clientes (euros),430000,25.0,0.0,Jason Rodriguez
2021/01815,2021-10-29,Prestaciones de servicios en España,705000,0.0,20.66,Jason Rodriguez
2021/01814,2021-10-29,Prestaciones de servicios en España,705000,0.0,0.0,Michael Martin
2021/01814,2021-10-29,Hacienda Pública. IVA repercutido,477000,0.0,13.54,Michael Martin
2021/01814,2021-10-29,Clientes (euros),430000,78.00000000000001,0.0,Michael Martin
2021/01814,2021-10-29,Prestaciones de servicios en España,705000,0.0,64.46000000000001,Michael Martin
2021/01811,2021-10-29,Prestaciones de servicios en España,705000,0.0,0.0,Suzanne Bailey
2021/01811,2021-10-29,Hacienda Pública. IVA repercutido,477000,0.0,20.83,Suzanne Bailey
2021/01811,2021-10-29,Clientes (euros),430000,120.0,0.0,Suzanne Bailey
2021/01811,2021-10-29,Prestaciones de servicios en España,705000,0.0,99.17,Suzanne Bailey
2021/01809,2021-10-29,Clientes (euros),430000,64.0,0.0,Theresa Wilkins
2021/01809,2021-10-29,Prestaciones de servicios en España,705000,0.0,0.0,Theresa Wilkins
2021/01809,2021-10-29,Hacienda Pública. IVA repercutido,477000,0.0,11.11,Theresa Wilkins
2021/01809,2021-10-29,Prestaciones de servicios en España,705000,0.0,52.89,Theresa Wilkins
2021/01808,2021-10-29,BBVA,572001,36.3,0.0,Lisa Jackson
2021/01808,2021-10-29,Clientes (euros),430000,0.0,36.3,Lisa Jackson
2021/01807,2021-10-29,Hacienda Pública. IVA repercutido,477000,0.0,6.3,Lisa Jackson
2021/01807,2021-10-29,Clientes (euros),430000,36.3,0.0,Lisa Jackson
2021/01807,2021-10-29,Prestaciones de servicios en España,705000,0.0,30.0,Lisa Jackson
2021/01805,2021-10-29,Prestaciones de servicios en España,705000,0.0,132.0,Fred Smith
2021/01805,2021-10-29,Hacienda Pública. IVA repercutido,477000,0.0,27.72,Fred Smith
2021/01805,2021-10-29,Clientes (euros),430000,159.72,0.0,Fred Smith
2021/01663,2021-10-29,"Organismos de la Seguridad Social, acreedores",476000,952.5,0.0,Tommy Walter
2021/01663,2021-10-29,BBVA,572001,0.0,952.5,Tommy Walter
2021/01958,2021-10-30,Reparaciones y conservación,622000,9.07,0.0,Zachary Robinson
2021/01958,2021-10-30,Acreedores por prestaciones de servicios (euros),410000,0.0,10.98,Zachary Robinson
2021/01958,2021-10-30,Hacienda Pública. IVA soportado,472000,1.91,0.0,Zachary Robinson
2021/01935,2021-10-30,Otros servicios,629000,36.36,0.0,Kristen Peters
2021/01935,2021-10-30,Acreedores por prestaciones de servicios (euros),410000,0.0,44.0,Kristen Peters
2021/01935,2021-10-30,Hacienda Pública. IVA soportado,472000,7.640000000000001,0.0,Kristen Peters
2021/01840,2021-10-30,Servicios de profesionales independientes,623000,459.1,0.0,William Evans
2021/01840,2021-10-30,"Hacienda Pública, acreedora por retenciones practicadas",475100,0.0,99.8,William Evans
2021/01840,2021-10-30,Servicios de profesionales independientes,623000,206.25,0.0,William Evans
2021/01840,2021-10-30,Acreedores por prestaciones de servicios en España (euros),410100,0.0,705.27,William Evans
2021/01840,2021-10-30,Hacienda Pública. IVA soportado,472000,139.72,0.0,William Evans
2021/02075,2021-10-31,Pagatelia,572002,0.0,39.65,Richard Aguirre
2021/02075,2021-10-31,Acreedores por prestaciones de servicios en España (euros),410100,39.65,0.0,Richard Aguirre
2021/02074,2021-10-31,Hacienda Pública. IVA soportado,472000,6.88,0.0,Richard Aguirre
2021/02074,2021-10-31,Otros servicios,629000,32.77,0.0,Richard Aguirre
2021/02074,2021-10-31,Acreedores por prestaciones de servicios en España (euros),410100,0.0,39.650000000000006,Richard Aguirre
2021/02021,2021-10-31,Seguridad Social a cargo de la empresa,642000,201.6,0.0,Kimberly Gutierrez
2021/02021,2021-10-31,"Organismos de la Seguridad Social, acreedores",476000,0.0,242.05,Kimberly Gutierrez
2021/02021,2021-10-31,Cash,570001,0.0,549.56,Kimberly Gutierrez
2021/02021,2021-10-31,Sueldos y salarios,640000,590.01,0.0,Kimberly Gutierrez
2021/01926,2021-10-31,Otros servicios,629000,168.77,0.0,Steve Sanchez
2021/01926,2021-10-31,Hacienda Pública. IVA soportado,472000,35.44,0.0,Steve Sanchez
2021/01926,2021-10-31,Acreedores por prestaciones de servicios (euros),410000,0.0,204.21,Steve Sanchez
2021/01872,2021-10-31,"Hacienda Pública, acreedora por retenciones practicadas",475100,0.0,0.0,Edward Arroyo
2021/01872,2021-10-31,Seguridad Social a cargo de la empresa,642000,79.67,0.0,Edward Arroyo
2021/01872,2021-10-31,"Organismos de la Seguridad Social, acreedores",476000,0.0,95.65,Edward Arroyo
2021/01872,2021-10-31,BBVA,572001,0.0,235.73,Edward Arroyo
2021/01872,2021-10-31,Sueldos y salarios,640000,251.71,0.0,Edward Arroyo
2021/01871,2021-10-31,"Hacienda Pública, acreedora por retenciones practicadas",475100,0.0,150.41,Stephanie Williams
2021/01871,2021-10-31,Seguridad Social a cargo de la empresa,642000,498.5,0.0,Stephanie Williams
2021/01871,2021-10-31,"Organismos de la Seguridad Social, acreedores",476000,0.0,598.52,Stephanie Williams
2021/01871,2021-10-31,BBVA,572001,0.0,1324.57,Stephanie Williams
2021/01871,2021-10-31,Sueldos y salarios,640000,1575.0,0.0,Stephanie Williams
2021/01846,2021-10-31,Transportes,624000,185.64,0.0,Michael Lewis
2021/01846,2021-10-31,Hacienda Pública. IVA soportado,472000,38.98,0.0,Michael Lewis
2021/01846,2021-10-31,Acreedores por prestaciones de servicios (euros),410000,0.0,224.62,Michael Lewis
2021/01839,2021-10-31,Acreedores por prestaciones de servicios en España (euros),410100,0.0,1026.89,James Ferrell
2021/01839,2021-10-31,Servicios de profesionales independientes,623000,947.68,0.0,James Ferrell
2021/01839,2021-10-31,"Hacienda Pública, acreedora por retenciones practicadas",475100,0.0,145.31,James Ferrell
2021/01839,2021-10-31,Servicios de profesionales independientes,623000,21.08,0.0,James Ferrell
2021/01839,2021-10-31,Hacienda Pública. IVA soportado,472000,203.44,0.0,James Ferrell
2021/01837,2021-10-31,Acreedores por prestaciones de servicios (moneda extranjera),410400,0.0,850.0,Anthony Rodriguez
2021/01837,2021-10-31,Hacienda Pública. IVA repercutido,477000,0.0,178.5,Anthony Rodriguez
2021/01837,2021-10-31,Servicios de profesionales independientes,623000,128.81,0.0,Anthony Rodriguez
2021/01837,2021-10-31,Servicios de profesionales independientes,623000,721.1899999999999,0.0,Anthony Rodriguez
2021/01837,2021-10-31,Hacienda Pública. IVA soportado,472000,178.5,0.0,Anthony Rodriguez
2021/01826,2021-10-31,Prestaciones de servicios Intracomunitarias,705100,0.0,1080.0,Abigail Shaffer
2021/01826,2021-10-31,Prestaciones de servicios Intracomunitarias,705100,0.0,45.0,Abigail Shaffer
2021/01826,2021-10-31,Prestaciones de servicios Intracomunitarias,705100,0.0,50.0,Abigail Shaffer
2021/01826,2021-10-31,Clientes (euros),430000,1175.0,0.0,Abigail Shaffer
2021/01827,2021-10-31,Clientes (euros),430000,70.0,0.0,Michele Williams
2021/01827,2021-10-31,Hacienda Pública. IVA repercutido,477000,0.0,12.15,Michele Williams
2021/01827,2021-10-31,Prestaciones de servicios en España,705000,0.0,57.85,Michele Williams
2021/01825,2021-10-31,Clientes (euros),430000,1207.58,0.0,Connie Lawrence
2021/01825,2021-10-31,Hacienda Pública. IVA repercutido,477000,0.0,209.58,Connie Lawrence
2021/01825,2021-10-31,Prestaciones de servicios en España,705000,0.0,336.0,Connie Lawrence
2021/01825,2021-10-31,Prestaciones de servicios en España,705000,0.0,662.0,Connie Lawrence
2021/01824,2021-10-31,Clientes (euros),430000,54.45,0.0,Mark Brown
2021/01824,2021-10-31,Hacienda Pública. IVA repercutido,477000,0.0,9.45,Mark Brown
2021/01824,2021-10-31,Prestaciones de servicios en España,705000,0.0,45.0,Mark Brown
2021/01823,2021-10-31,Hacienda Pública. IVA repercutido,477000,0.0,383.11,Gabrielle Davis
2021/01823,2021-10-31,Clientes (euros),430000,2207.46,0.0,Gabrielle Davis
2021/01823,2021-10-31,Prestaciones de servicios en España,705000,0.0,302.96000000000004,Gabrielle Davis
2021/01823,2021-10-31,Prestaciones de servicios en España,705000,0.0,60.0,Gabrielle Davis
2021/01823,2021-10-31,Prestaciones de servicios en España,705000,0.0,22.38,Gabrielle Davis
2021/01823,2021-10-31,Prestaciones de servicios en España,705000,0.0,1354.0100000000002,Gabrielle Davis
2021/01823,2021-10-31,Prestaciones de servicios en España,705000,0.0,20.0,Gabrielle Davis
2021/01823,2021-10-31,Prestaciones de servicios en España,705000,0.0,65.0,Gabrielle Davis
2021/01822,2021-10-31,Prestaciones de servicios en España,705000,0.0,55.0,Ryan Munoz
2021/01822,2021-10-31,Clientes (euros),430000,3206.38,0.0,Ryan Munoz
2021/01822,2021-10-31,Hacienda Pública. IVA repercutido,477000,0.0,556.48,Ryan Munoz
2021/01822,2021-10-31,Prestaciones de servicios en España,705000,0.0,7.9,Ryan Munoz
2021/01822,2021-10-31,Prestaciones de servicios en España,705000,0.0,2587.0,Ryan Munoz
2021/01821,2021-10-31,Hacienda Pública. IVA repercutido,477000,0.0,54.71,Brittany Farmer
2021/01821,2021-10-31,Clientes (euros),430000,315.23,0.0,Brittany Farmer
2021/01821,2021-10-31,Prestaciones de servicios en España,705000,0.0,216.52,Brittany Farmer
2021/01821,2021-10-31,Prestaciones de servicios en España,705000,0.0,24.0,Brittany Farmer
2021/01821,2021-10-31,Prestaciones de servicios en España,705000,0.0,20.0,Brittany Farmer
2021/02154,2021-11-01,Otros servicios,629000,45.81,0.0,Michael Miller
2021/02154,2021-11-01,Acreedores por prestaciones de servicios (euros),410000,0.0,55.43000000000001,Michael Miller
2021/02154,2021-11-01,Hacienda Pública. IVA soportado,472000,9.62,0.0,Michael Miller
2021/01829,2021-11-02,BBVA,572001,29.91,0.0,Tina Walter
2021/01829,2021-11-02,Servicios bancarios y similares,626000,0.09,0.0,Tina Walter
2021/01829,2021-11-02,Clientes (euros),430000,0.0,30.0,Tina Walter
2021/01828,2021-11-02,Hacienda Pública. IVA repercutido,477000,0.0,5.21,Tina Walter
2021/01828,2021-11-02,Clientes (euros),430000,30.0,0.0,Tina Walter
2021/01828,2021-11-02,Prestaciones de servicios en España,705000,0.0,24.79,Tina Walter
2021/01932,2021-11-03,Otros servicios,629000,28.93,0.0,Laura Benson
2021/01932,2021-11-03,Acreedores por prestaciones de servicios (euros),410000,0.0,35.0,Laura Benson
2021/01932,2021-11-03,Hacienda Pública. IVA soportado,472000,6.07,0.0,Laura Benson
2021/01931,2021-11-03,Otros servicios,629000,47.12,0.0,Laura Benson
2021/01931,2021-11-03,Acreedores por prestaciones de servicios (euros),410000,0.0,57.01,Laura Benson
2021/01931,2021-11-03,Hacienda Pública. IVA soportado,472000,9.89,0.0,Laura Benson
2021/01869,2021-11-03,Acreedores por prestaciones de servicios (euros),410000,0.0,21.48,Emily Nelson
2021/01869,2021-11-03,Hacienda Pública. IVA soportado,472000,3.73,0.0,Emily Nelson
2021/01869,2021-11-03,Arrendamientos y cánones,621000,17.75,0.0,Emily Nelson
2021/01860,2021-11-03,Tarjeta prepago BBVA,572004,0.0,10.93,Tommy Walter
2021/01860,2021-11-03,BBVA,572001,10.93,0.0,Tommy Walter
2021/01859,2021-11-03,BBVA,572001,3495.05,0.0,Gabrielle Davis
2021/01859,2021-11-03,Clientes (euros),430000,0.0,3495.05,Gabrielle Davis
2021/01858,2021-11-03,BBVA,572001,0.0,6.05,Sierra Johnson
2021/01858,2021-11-03,Acreedores por prestaciones de servicios (euros),410000,6.05,0.0,Sierra Johnson
2021/01857,2021-11-03,Acreedores por prestaciones de servicios (euros),410000,0.0,6.05,Sierra Johnson
2021/01857,2021-11-03,Servicios bancarios y similares,626000,5.0,0.0,Sierra Johnson
2021/01857,2021-11-03,Hacienda Pública. IVA soportado,472000,1.05,0.0,Sierra Johnson
2021/01845,2021-11-03,Acreedores por prestaciones de servicios (euros),410000,0.0,95.47,Andrew Moreno
2021/01845,2021-11-03,Servicios de profesionales independientes,623000,78.89999999999999,0.0,Andrew Moreno
2021/01845,2021-11-03,Hacienda Pública. IVA soportado,472000,16.57,0.0,Andrew Moreno
2021/01832,2021-11-03,Clientes (euros),430000,43.56,0.0,Dana Bennett
2021/01832,2021-11-03,Hacienda Pública. IVA repercutido,477000,0.0,7.56,Dana Bennett
2021/01832,2021-11-03,Prestaciones de servicios en España,705000,0.0,36.0,Dana Bennett
2021/01831,2021-11-03,Hacienda Pública. IVA repercutido,477000,0.0,13.02,Fred Smith
2021/01831,2021-11-03,Prestaciones de servicios en España,705000,0.0,62.0,Fred Smith
2021/01831,2021-11-03,Clientes (euros),430000,75.02,0.0,Fred Smith
2021/01830,2021-11-03,Hacienda Pública. IVA repercutido,477000,0.0,3.73,Fred Smith
2021/01830,2021-11-03,Prestaciones de servicios en España,705000,0.0,17.77,Fred Smith
2021/01830,2021-11-03,Clientes (euros),430000,21.5,0.0,Fred Smith
2021/01867,2021-11-04,BBVA,572001,145.0,0.0,Kelly Donovan
2021/01867,2021-11-04,Clientes (euros),430000,0.0,145.0,Kelly Donovan
2021/01866,2021-11-04,BBVA,572001,66.5,0.0,Kristine Carrillo
2021/01866,2021-11-04,Clientes (euros),430000,0.0,66.5,Kristine Carrillo
2021/01863,2021-11-04,BBVA,572001,70.0,0.0,Michele Williams
2021/01863,2021-11-04,Clientes (euros),430000,0.0,70.0,Michele Williams
2021/01862,2021-11-04,BBVA,572001,43.56,0.0,Dana Bennett
2021/01862,2021-11-04,Clientes (euros),430000,0.0,43.56,Dana Bennett
2021/01861,2021-11-04,BBVA,572001,54.45,0.0,Mark Brown
2021/01861,2021-11-04,Clientes (euros),430000,0.0,54.45,Mark Brown
2021/01836,2021-11-04,Hacienda Pública. IVA repercutido,477000,0.0,25.17,Kelly Donovan
2021/01836,2021-11-04,Clientes (euros),430000,145.0,0.0,Kelly Donovan
2021/01836,2021-11-04,Prestaciones de servicios en España,705000,0.0,119.83,Kelly Donovan
2021/01835,2021-11-04,Prestaciones de servicios en España,705000,0.0,0.0,Kristine Carrillo
2021/01835,2021-11-04,Hacienda Pública. IVA repercutido,477000,0.0,11.54,Kristine Carrillo
2021/01835,2021-11-04,Clientes (euros),430000,66.5,0.0,Kristine Carrillo
2021/01835,2021-11-04,Prestaciones de servicios en España,705000,0.0,54.96,Kristine Carrillo
2021/01833,2021-11-04,Hacienda Pública. IVA repercutido,477000,0.0,76.13,Penny Gomez MD
2021/01833,2021-11-04,Prestaciones de servicios en España,705000,0.0,7.17,Penny Gomez MD
2021/01833,2021-11-04,Clientes (euros),430000,438.67,0.0,Penny Gomez MD
2021/01833,2021-11-04,Prestaciones de servicios en España,705000,0.0,355.37,Penny Gomez MD
2021/01874,2021-11-05,Acreedores por prestaciones de servicios (euros),410000,0.0,501.50000000000006,Mitchell Wilson
2021/01874,2021-11-05,Hacienda Pública. IVA repercutido,477000,0.0,105.32,Mitchell Wilson
2021/01874,2021-11-05,Servicios de profesionales independientes,623000,501.5,0.0,Mitchell Wilson
2021/01874,2021-11-05,Hacienda Pública. IVA soportado,472000,105.32,0.0,Mitchell Wilson
2021/01873,2021-11-05,Hacienda Pública. IVA repercutido,477000,0.0,25.78,Fred Smith
2021/01873,2021-11-05,Prestaciones de servicios en España,705000,0.0,122.76,Fred Smith
2021/01873,2021-11-05,Clientes (euros),430000,148.54000000000002,0.0,Fred Smith
2021/01870,2021-11-05,BBVA,572001,0.0,21.48,Emily Nelson
2021/01870,2021-11-05,Acreedores por prestaciones de servicios (euros),410000,21.48,0.0,Emily Nelson
2021/01868,2021-11-05,BBVA,572001,0.0,224.62,Michael Lewis
2021/01868,2021-11-05,Acreedores por prestaciones de servicios (euros),410000,224.62,0.0,Michael Lewis
2021/01865,2021-11-05,BBVA,572001,188.34,0.0,Fred Smith
2021/01865,2021-11-05,Clientes (euros),430000,0.0,188.34,Fred Smith
2021/01864,2021-11-05,BBVA,572001,1031.07,0.0,Fred Smith
2021/01864,2021-11-05,Clientes (euros),430000,0.0,1031.07,Fred Smith
2021/01856,2021-11-05,BBVA,572001,0.0,280.9,Tricia Valencia
2021/01856,2021-11-05,Acreedores por prestaciones de servicios en España (euros),410100,280.9,0.0,Tricia Valencia
2021/01855,2021-11-05,BBVA,572001,0.0,705.27,William Evans
2021/01855,2021-11-05,Acreedores por prestaciones de servicios en España (euros),410100,705.27,0.0,William Evans
2021/01854,2021-11-05,BBVA,572001,0.0,72.6,Sarah Brooks
2021/01854,2021-11-05,Acreedores por prestaciones de servicios (euros),410000,72.6,0.0,Sarah Brooks
2021/01853,2021-11-05,BBVA,572001,0.0,1026.89,James Ferrell
2021/01853,2021-11-05,Acreedores por prestaciones de servicios en España (euros),410100,1026.89,0.0,James Ferrell
2021/01852,2021-11-05,BBVA,572001,0.0,50.0,Jeffrey Chandler
2021/01852,2021-11-05,Acreedores por prestaciones de servicios en España (euros),410100,50.0,0.0,Jeffrey Chandler
2021/01851,2021-11-05,BBVA,572001,0.0,188.76,Daniel Davenport
2021/01851,2021-11-05,Acreedores por prestaciones de servicios (euros),410000,188.76,0.0,Daniel Davenport
2021/01850,2021-11-05,BBVA,572001,0.0,468.52,Kathryn Snyder
2021/01850,2021-11-05,Acreedores por prestaciones de servicios (euros),410000,468.52,0.0,Kathryn Snyder
2021/01849,2021-11-05,BBVA,572001,0.0,95.47,Andrew Moreno
2021/01849,2021-11-05,Acreedores por prestaciones de servicios (euros),410000,95.47,0.0,Andrew Moreno
2021/01848,2021-11-05,Hacienda Pública. IVA repercutido,477000,0.0,32.69,Fred Smith
2021/01848,2021-11-05,Prestaciones de servicios en España,705000,0.0,155.65,Fred Smith
2021/01848,2021-11-05,Clientes (euros),430000,188.34,0.0,Fred Smith
2021/01847,2021-11-05,Hacienda Pública. IVA repercutido,477000,0.0,33.6,Ethan Adams
2021/01847,2021-11-05,Clientes (euros),430000,193.6,0.0,Ethan Adams
2021/01847,2021-11-05,Prestaciones de servicios en España,705000,0.0,160.0,Ethan Adams
2021/01938,2021-11-08,Otros servicios,629000,109.08,0.0,Paul Jones
2021/01938,2021-11-08,Acreedores por prestaciones de servicios (euros),410000,0.0,131.99,Paul Jones
2021/01938,2021-11-08,Hacienda Pública. IVA soportado,472000,22.91,0.0,Paul Jones
2021/01875,2021-11-08,Hacienda Pública. IVA repercutido,477000,0.0,73.76,Whitney Peters
2021/01875,2021-11-08,Clientes (euros),430000,425.0,0.0,Whitney Peters
2021/01875,2021-11-08,Prestaciones de servicios en España,705000,0.0,351.24,Whitney Peters
2021/01877,2021-11-08,Hacienda Pública. IVA repercutido,477000,0.0,0.53,Fred Smith
2021/01877,2021-11-08,Clientes (euros),430000,3.0600000000000005,0.0,Fred Smith
2021/01877,2021-11-08,Prestaciones de servicios en España,705000,0.0,2.53,Fred Smith
2021/01876,2021-11-08,Hacienda Pública. IVA repercutido,477000,0.0,6.16,Fred Smith
2021/01876,2021-11-08,Clientes (euros),430000,35.480000000000004,0.0,Fred Smith
2021/01876,2021-11-08,Prestaciones de servicios en España,705000,0.0,29.32,Fred Smith
2021/01886,2021-11-09,Prestaciones de servicios en España,705000,0.0,0.0,Thomas Short
2021/01886,2021-11-09,Clientes (euros),430000,35.0,0.0,Thomas Short
2021/01886,2021-11-09,Hacienda Pública. IVA repercutido,477000,0.0,6.07,Thomas Short
2021/01886,2021-11-09,Prestaciones de servicios en España,705000,0.0,28.93,Thomas Short
2021/01884,2021-11-09,BBVA,572001,24.92,0.0,Tonya Ellis
2021/01884,2021-11-09,Servicios bancarios y similares,626000,0.08,0.0,Tonya Ellis
2021/01884,2021-11-09,Clientes (euros),430000,0.0,25.0,Tonya Ellis
2021/01883,2021-11-09,Clientes (euros),430000,25.0,0.0,Tonya Ellis
2021/01883,2021-11-09,Hacienda Pública. IVA repercutido,477000,0.0,4.34,Tonya Ellis
2021/01883,2021-11-09,Prestaciones de servicios en España,705000,0.0,20.66,Tonya Ellis
2021/01882,2021-11-09,BBVA,572001,193.6,0.0,Ethan Adams
2021/01882,2021-11-09,Clientes (euros),430000,0.0,193.6,Ethan Adams
2021/01881,2021-11-09,BBVA,572001,299.98,0.0,Shelia Wallace
2021/01881,2021-11-09,Clientes (euros),430000,0.0,299.98,Shelia Wallace
2021/01880,2021-11-09,BBVA,572001,125.0,0.0,John Hall
2021/01880,2021-11-09,Clientes (euros),430000,0.0,125.0,John Hall
2021/01879,2021-11-09,BBVA,572001,0.0,501.5,Mitchell Wilson
2021/01879,2021-11-09,Acreedores por prestaciones de servicios (euros),410000,501.5,0.0,Mitchell Wilson
2021/01878,2021-11-09,Prestaciones de servicios en España,705000,0.0,0.0,John Hall
2021/01878,2021-11-09,Clientes (euros),430000,125.0,0.0,John Hall
2021/01878,2021-11-09,Hacienda Pública. IVA repercutido,477000,0.0,21.69,John Hall
2021/01878,2021-11-09,Prestaciones de servicios en España,705000,0.0,103.31,John Hall
2021/01927,2021-11-10,Otros servicios,629000,64.53,0.0,Laura Benson
2021/01927,2021-11-10,Hacienda Pública. IVA soportado,472000,13.55,0.0,Laura Benson
2021/01927,2021-11-10,Acreedores por prestaciones de servicios (euros),410000,0.0,78.08,Laura Benson
2021/01889,2021-11-10,BBVA,572001,34.89,0.0,Thomas Short
2021/01889,2021-11-10,Servicios bancarios y similares,626000,0.11,0.0,Thomas Short
2021/01889,2021-11-10,Clientes (euros),430000,0.0,35.0,Thomas Short
2021/01888,2021-11-11,BBVA,572001,495.79,0.0,Whitney Peters
2021/01888,2021-11-11,Clientes (euros),430000,0.0,495.79,Whitney Peters
2021/01887,2021-11-11,BBVA,572001,0.0,20.8,Carol Tucker
2021/01887,2021-11-11,Acreedores por prestaciones de servicios en España (euros),410100,20.8,0.0,Carol Tucker
2021/01937,2021-11-12,Tarjeta prepago BBVA,572004,0.0,40.5,Jerry Haney
2021/01937,2021-11-12,Acreedores por prestaciones de servicios (euros),410000,40.5,0.0,Jerry Haney
2021/01936,2021-11-12,Otros servicios,629000,33.47,0.0,Jerry Haney
2021/01936,2021-11-12,Acreedores por prestaciones de servicios (euros),410000,0.0,40.5,Jerry Haney
2021/01936,2021-11-12,Hacienda Pública. IVA soportado,472000,7.03,0.0,Jerry Haney
2021/01903,2021-11-12,BBVA,572001,707.85,0.0,Whitney Peters
2021/01903,2021-11-12,Clientes (euros),430000,0.0,707.85,Whitney Peters
2021/01890,2021-11-12,Clientes (euros),430000,30.0,0.0,Helen Jones
2021/01890,2021-11-12,Hacienda Pública. IVA repercutido,477000,0.0,5.21,Helen Jones
2021/01890,2021-11-12,Prestaciones de servicios en España,705000,0.0,24.79,Helen Jones
2021/01912,2021-11-12,Tarjeta prepago BBVA,572004,40.5,0.0,Tommy Walter
2021/01912,2021-11-12,BBVA,572001,0.0,40.5,Tommy Walter
2021/01899,2021-11-15,BBVA,572001,3928.75,0.0,Austin Walker
2021/01899,2021-11-15,Clientes (euros),430000,0.0,3928.75,Austin Walker
2021/01898,2021-11-15,BBVA,572001,36.3,0.0,Michelle Jacobs
2021/01898,2021-11-15,Clientes (euros),430000,0.0,36.3,Michelle Jacobs
2021/01897,2021-11-15,BBVA,572001,29.71,0.0,Helen Jones
2021/01897,2021-11-15,Servicios bancarios y similares,626000,0.29,0.0,Helen Jones
2021/01897,2021-11-15,Clientes (euros),430000,0.0,30.0,Helen Jones
2021/01913,2021-11-16,Tarjeta prepago BBVA,572004,749.0,0.0,Tommy Walter
2021/01913,2021-11-16,BBVA,572001,0.0,749.0,Tommy Walter
2021/01907,2021-11-16,Hacienda Pública. IVA repercutido,477000,0.0,11.6,Fred Smith
2021/01907,2021-11-16,Prestaciones de servicios en España,705000,0.0,55.22,Fred Smith
